"""Current Lat""","""Current Lng""","""Destination Lat""","""Destination Lng""","""Distance""","""Time""","""Time Difference""","""Speed""","""Is Moving""","""Has Load"""
14.685982,121.085998,*,*,*,*,*,*,*,*,*,*
14.69152,121.079627,14.691565,121.07946,19,11:15:30,5,13.68,1,1,8,2
14.691511,121.079673,14.691549,121.079528,16,11:15:31,4,14.4,1,1,5,1
14.691491,121.07975,14.691538,121.079559,21,11:15:33,5,15.120000000000001,1,1,9,2
14.691479,121.079795,14.69152,121.079627,19,11:15:34,4,17.099999999999998,1,1,5,1
14.691466,121.079841,14.691511,121.079673,19,11:15:35,4,17.099999999999998,1,1,5,1
14.691455,121.079879,14.691491,121.07975,14,11:15:36,3,16.8,1,1,4,1
14.69144,121.079925,14.691479,121.079795,15,11:15:37,3,17.999999999999996,1,1,5,1
14.691411,121.080009,14.691466,121.079841,19,11:15:39,4,17.099999999999998,1,1,10,2
14.691399,121.080047,14.691455,121.079879,19,11:15:40,4,17.099999999999998,1,1,4,1
14.691386,121.080085,14.69144,121.079925,18,11:15:41,4,16.2,1,1,4,1
14.691362,121.080162,14.691411,121.080009,17,11:15:43,4,15.3,1,1,9,2
14.691353,121.080184,14.691399,121.080047,16,11:15:44,4,14.4,1,1,3,1
14.691334,121.080253,14.691386,121.080085,19,11:15:46,5,13.68,1,1,8,2
14.691328,121.080291,14.691362,121.080162,14,11:15:47,4,12.6,1,1,4,1
14.691304,121.080368,14.691353,121.080184,21,11:15:49,5,15.120000000000001,1,1,9,2
14.691275,121.080459,14.691334,121.080253,23,11:15:51,5,16.56,1,1,10,2
14.691257,121.080505,14.691328,121.080291,24,11:15:52,5,17.28,1,1,5,1
14.691227,121.080596,14.691304,121.080368,26,11:15:54,5,18.72,1,1,10,2
14.691214,121.08065,14.691275,121.080459,22,11:15:55,4,19.799999999999997,1,1,6,1
14.691184,121.080741,14.691257,121.080505,27,11:15:57,5,19.439999999999998,1,1,10,2
14.691176,121.08078,14.691227,121.080596,21,11:15:58,4,18.900000000000002,1,1,4,1
14.691157,121.080863,14.691214,121.08065,24,11:16:00,5,17.28,1,1,9,2
14.691141,121.080947,14.691184,121.080741,23,11:16:02,5,16.56,1,1,9,2
14.69113,121.080986,14.691176,121.08078,23,11:16:03,5,16.56,1,1,4,1
14.691112,121.081047,14.691157,121.080863,20,11:16:05,5,14.4,1,1,7,2
14.691105,121.081069,14.691141,121.080947,14,11:16:06,4,12.6,1,1,2,1
14.691096,121.0811,14.69113,121.080986,13,11:16:07,4,11.7,1,1,3,1
14.691074,121.081153,14.691112,121.081047,12,11:16:09,4,10.8,1,1,6,2
14.691056,121.081214,14.691105,121.081069,17,11:16:11,5,12.24,1,1,7,2
14.691036,121.081291,14.691096,121.0811,22,11:16:13,6,13.199999999999998,1,1,9,2
14.691016,121.081375,14.691074,121.081153,25,11:16:15,6,15,1,1,9,2
14.690985,121.081459,14.691056,121.081214,28,11:16:17,6,16.8,1,1,10,2
14.690974,121.081497,14.691036,121.081291,23,11:16:18,5,16.56,1,1,4,1
14.690962,121.081527,14.691016,121.081375,17,11:16:19,4,15.3,1,1,3,1
14.690949,121.081573,14.690985,121.081459,13,11:16:21,4,11.7,1,1,5,2
14.690944,121.081596,14.690974,121.081497,11,11:16:22,4,9.899999999999999,1,1,3,1
14.690937,121.081649,14.690962,121.081527,13,11:16:24,5,9.36,1,1,6,2
14.690931,121.08168,14.690949,121.081573,12,11:16:25,4,10.8,1,1,3,1
14.69092,121.081718,14.690944,121.081596,13,11:16:26,4,11.7,1,1,4,1
14.690909,121.081756,14.690937,121.081649,12,11:16:27,3,14.399999999999999,1,1,4,1
14.690882,121.081832,14.690931,121.08168,17,11:16:29,4,15.3,1,1,9,2
14.690858,121.081909,14.69092,121.081718,22,11:16:31,5,15.839999999999998,1,1,9,2
14.690847,121.081954,14.690909,121.081756,22,11:16:32,5,15.839999999999998,1,1,5,1
14.690817,121.082046,14.690882,121.081832,24,11:16:34,5,17.28,1,1,10,2
14.690786,121.08213,14.690858,121.081909,25,11:16:36,5,18,1,1,10,2
14.690773,121.082176,14.690847,121.081954,25,11:16:37,5,18,1,1,5,1
14.690753,121.082244,14.690817,121.082046,22,11:16:39,5,15.839999999999998,1,1,8,2
14.690742,121.082275,14.690786,121.08213,16,11:16:40,4,14.4,1,1,4,1
14.690726,121.082336,14.690773,121.082176,18,11:16:41,4,16.2,1,1,7,1
14.690717,121.082359,14.690753,121.082244,13,11:16:43,4,11.7,1,1,3,2
14.690702,121.082405,14.690742,121.082275,15,11:16:45,5,10.799999999999999,1,1,5,2
14.690692,121.082435,14.690726,121.082336,11,11:16:46,5,7.919999999999999,1,1,3,1
14.690689,121.082458,14.690717,121.082359,11,11:16:48,5,7.919999999999999,1,1,2,2
14.690682,121.082481,14.690702,121.082405,8,11:16:49,4,7.2,1,1,3,1
14.690667,121.082527,14.690692,121.082435,10,11:16:51,5,7.2,1,1,5,2
14.690659,121.082557,14.690689,121.082458,11,11:16:52,4,9.899999999999999,1,1,3,1
14.690635,121.082626,14.690682,121.082481,16,11:16:54,5,11.52,1,1,8,2
14.690615,121.082702,14.690667,121.082527,20,11:16:56,5,14.4,1,1,8,2
14.690586,121.082794,14.690659,121.082557,27,11:16:58,6,16.2,1,1,10,2
14.690555,121.082893,14.690635,121.082626,30,11:17:00,6,17.999999999999996,1,1,11,2
14.690539,121.082939,14.690615,121.082702,27,11:17:01,5,19.439999999999998,1,1,5,1
14.690515,121.08303,14.690586,121.082794,27,11:17:03,5,19.439999999999998,1,1,10,2
14.690505,121.083076,14.690555,121.082893,20,11:17:04,4,18,1,1,5,1
14.690479,121.08316,14.690539,121.082939,25,11:17:06,5,18,1,1,9,2
14.690469,121.08319,14.690515,121.08303,18,11:17:07,4,16.2,1,1,3,1
14.690443,121.083244,14.690505,121.083076,19,11:17:09,5,13.68,1,1,6,2
14.690436,121.083267,14.690479,121.08316,12,11:17:10,4,10.8,1,1,3,1
14.690423,121.083305,14.690469,121.08319,13,11:17:12,5,9.36,1,1,4,2
14.690416,121.083328,14.690443,121.083244,10,11:17:13,4,9,1,1,3,1
14.690403,121.083358,14.690436,121.083267,10,11:17:15,5,7.2,1,1,4,2
14.690387,121.083396,14.690423,121.083305,11,11:17:17,5,7.919999999999999,1,1,4,2
14.690377,121.083404,14.690416,121.083328,9,11:17:18,5,6.4799999999999995,1,1,1,1
14.690349,121.083427,14.690403,121.083358,10,11:17:20,5,7.2,1,1,4,2
14.690325,121.083427,14.690387,121.083396,8,11:17:21,4,7.2,1,1,3,1
14.690272,121.083419,14.690377,121.083404,12,11:17:23,5,8.64,1,1,6,2
14.690242,121.083404,14.690349,121.083427,12,11:17:24,4,10.8,1,1,4,1
14.690211,121.083396,14.690325,121.083427,13,11:17:25,4,11.7,1,1,4,1
14.690144,121.083366,14.690272,121.083419,15,11:17:27,4,13.5,1,1,8,2
14.690106,121.083351,14.690242,121.083404,16,11:17:28,4,14.4,1,1,5,1
14.690073,121.083335,14.690211,121.083396,17,11:17:29,4,15.3,1,1,4,1
14.690007,121.083305,14.690144,121.083366,17,11:17:31,4,15.3,1,1,8,2
14.689946,121.083305,14.690106,121.083351,18,11:17:33,5,12.959999999999999,1,1,7,2
14.689917,121.083305,14.690073,121.083335,18,11:17:34,5,12.959999999999999,1,1,3,1
14.689894,121.083312,14.690007,121.083305,13,11:17:35,4,11.7,1,1,3,1
14.689872,121.08332,14.689946,121.083305,8,11:17:36,3,9.6,1,1,3,1
14.689859,121.083343,14.689917,121.083305,8,11:17:37,3,9.6,1,1,3,1
14.689835,121.083381,14.689894,121.083312,10,11:17:39,4,9,1,1,5,2
14.68983,121.083396,14.689872,121.08332,9,11:17:40,4,8.1,1,1,2,1
14.689822,121.083442,14.689859,121.083343,11,11:17:42,5,7.919999999999999,1,1,5,2
14.689822,121.083465,14.689835,121.083381,9,11:17:43,4,8.1,1,1,2,1
14.689797,121.083518,14.68983,121.083396,14,11:17:45,5,10.08,1,1,6,2
14.689781,121.083549,14.689822,121.083442,12,11:17:46,4,10.8,1,1,4,1
14.689745,121.083602,14.689822,121.083465,17,11:17:48,5,12.24,1,1,7,2
14.689727,121.083625,14.689797,121.083518,14,11:17:49,4,12.6,1,1,3,1
14.689685,121.083671,14.689781,121.083549,17,11:17:51,5,12.24,1,1,7,2
14.689669,121.083694,14.689745,121.083602,13,11:17:52,4,11.7,1,1,3,1
14.689637,121.083732,14.689727,121.083625,15,11:17:54,5,10.799999999999999,1,1,5,2
14.689622,121.08374,14.689685,121.083671,10,11:17:55,4,9,1,1,2,1
14.689582,121.083786,14.689669,121.083694,14,11:17:57,5,10.08,1,1,7,2
14.689525,121.083847,14.689637,121.083732,18,11:17:59,5,12.959999999999999,1,1,9,2
14.689462,121.083892,14.689622,121.08374,24,11:18:01,6,14.399999999999999,1,1,8,2
14.689433,121.083923,14.689582,121.083786,22,11:18:02,5,15.839999999999998,1,1,5,1
14.689369,121.083969,14.689525,121.083847,22,11:18:04,5,15.839999999999998,1,1,9,2
14.689302,121.084014,14.689462,121.083892,22,11:18:06,5,15.839999999999998,1,1,9,2
14.68927,121.08403,14.689433,121.083923,21,11:18:07,5,15.120000000000001,1,1,4,1
14.689202,121.084068,14.689369,121.083969,21,11:18:09,5,15.120000000000001,1,1,9,2
14.689168,121.084091,14.689302,121.084014,17,11:18:10,4,15.3,1,1,5,1
14.689095,121.084129,14.68927,121.08403,22,11:18:12,5,15.839999999999998,1,1,9,2
14.689055,121.084152,14.689202,121.084068,19,11:18:13,4,17.099999999999998,1,1,5,1
14.689012,121.084182,14.689168,121.084091,20,11:18:14,4,18,1,1,6,1
14.688932,121.084228,14.689095,121.084129,21,11:18:16,4,18.900000000000002,1,1,10,2
14.688838,121.084274,14.689055,121.084152,27,11:18:18,5,19.439999999999998,1,1,12,2
14.688789,121.084289,14.689012,121.084182,27,11:18:19,5,19.439999999999998,1,1,6,1
14.688689,121.084327,14.688932,121.084228,29,11:18:21,5,20.88,1,1,12,2
14.688597,121.084358,14.688838,121.084274,28,11:18:23,5,20.16,1,1,11,2
14.688514,121.084388,14.688789,121.084289,32,11:18:25,6,19.2,1,1,10,2
14.68845,121.084403,14.688689,121.084327,28,11:18:27,6,16.8,1,1,7,2
14.688421,121.084411,14.688597,121.084358,20,11:18:28,5,14.4,1,1,3,1
14.688387,121.084419,14.688514,121.084388,14,11:18:29,4,12.6,1,1,4,1
14.68835,121.084426,14.68845,121.084403,11,11:18:30,3,13.199999999999998,1,1,4,1
14.688312,121.084442,14.688421,121.084411,13,11:18:31,3,15.599999999999998,1,1,5,1
14.688232,121.084457,14.688387,121.084419,18,11:18:33,4,16.2,1,1,9,2
14.688189,121.084457,14.68835,121.084426,18,11:18:34,4,16.2,1,1,5,1
14.688109,121.084472,14.688312,121.084442,23,11:18:36,5,16.56,1,1,9,2
14.688071,121.084472,14.688232,121.084457,18,11:18:37,4,16.2,1,1,4,1
14.687989,121.084487,14.688189,121.084457,22,11:18:39,5,15.839999999999998,1,1,9,2
14.687953,121.084495,14.688109,121.084472,17,11:18:40,4,15.3,1,1,4,1
14.687887,121.084495,14.688071,121.084472,21,11:18:42,5,15.120000000000001,1,1,7,2
14.687857,121.084495,14.687989,121.084487,15,11:18:43,4,13.5,1,1,3,1
14.687801,121.084487,14.687953,121.084495,17,11:18:45,5,12.24,1,1,6,2
14.68775,121.084495,14.687887,121.084495,15,11:18:47,5,10.799999999999999,1,1,6,2
14.687724,121.084495,14.687857,121.084495,15,11:18:48,5,10.799999999999999,1,1,3,1
14.68769,121.084495,14.687801,121.084487,12,11:18:49,4,10.8,1,1,4,1
14.687619,121.084487,14.68775,121.084495,15,11:18:51,4,13.5,1,1,8,2
14.687577,121.084487,14.687724,121.084495,16,11:18:52,4,14.4,1,1,5,1
14.687536,121.084487,14.68769,121.084495,17,11:18:53,4,15.3,1,1,5,1
14.687454,121.08448,14.687619,121.084487,18,11:18:55,4,16.2,1,1,9,2
14.687374,121.084457,14.687577,121.084487,23,11:18:57,5,16.56,1,1,9,2
14.687331,121.084457,14.687536,121.084487,23,11:18:58,5,16.56,1,1,5,1
14.687289,121.084449,14.687454,121.08448,19,11:18:59,4,17.099999999999998,1,1,5,1
14.6872,121.084426,14.687374,121.084457,20,11:19:01,4,18,1,1,10,2
14.687106,121.084403,14.687331,121.084457,26,11:19:03,5,18.72,1,1,11,2
14.687057,121.084388,14.687289,121.084449,26,11:19:04,5,18.72,1,1,6,1
14.686967,121.084365,14.6872,121.084426,27,11:19:06,5,19.439999999999998,1,1,10,2
14.686927,121.08435,14.687106,121.084403,21,11:19:07,4,18.900000000000002,1,1,5,1
14.68685,121.08432,14.687057,121.084388,24,11:19:09,5,17.28,1,1,9,2
14.686779,121.084281,14.686967,121.084365,23,11:19:11,5,16.56,1,1,9,2
14.686745,121.084266,14.686927,121.08435,22,11:19:12,5,15.839999999999998,1,1,4,1
14.686712,121.084259,14.68685,121.08432,17,11:19:13,4,15.3,1,1,4,1
14.686652,121.084266,14.686779,121.084281,14,11:19:15,4,12.6,1,1,7,2
14.686611,121.084281,14.686745,121.084266,15,11:19:17,5,10.799999999999999,1,1,5,2
14.686582,121.084327,14.686712,121.084259,16,11:19:19,6,9.6,1,1,6,2
14.686557,121.084381,14.686652,121.084266,16,11:19:21,6,9.6,1,1,6,2
14.686549,121.084457,14.686611,121.084281,20,11:19:23,6,12,1,1,8,2
14.686547,121.084495,14.686582,121.084327,19,11:19:24,5,13.68,1,1,4,1
14.686544,121.084533,14.686557,121.084381,16,11:19:25,4,14.4,1,1,4,1
14.686544,121.084609,14.686549,121.084457,16,11:19:27,4,14.4,1,1,8,2
14.686544,121.084655,14.686547,121.084495,17,11:19:28,4,15.3,1,1,5,1
14.68654,121.084693,14.686544,121.084533,17,11:19:29,4,15.3,1,1,4,1
14.686529,121.084785,14.686544,121.084609,19,11:19:31,4,17.099999999999998,1,1,10,2
14.686524,121.084861,14.686544,121.084655,22,11:19:33,5,15.839999999999998,1,1,8,2
14.686522,121.084907,14.68654,121.084693,23,11:19:34,5,16.56,1,1,5,1
14.686517,121.084991,14.686529,121.084785,22,11:19:36,5,15.839999999999998,1,1,9,2
14.686512,121.085029,14.686524,121.084861,18,11:19:37,4,16.2,1,1,4,1
14.686509,121.085121,14.686522,121.084907,23,11:19:39,5,16.56,1,1,10,2
14.686509,121.085159,14.686517,121.084991,18,11:19:40,4,16.2,1,1,4,1
14.686512,121.085197,14.686512,121.085029,18,11:19:41,4,16.2,1,1,4,1
14.686522,121.085273,14.686509,121.085121,16,11:19:43,4,14.4,1,1,8,2
14.68652,121.085357,14.686509,121.085159,21,11:19:45,5,15.120000000000001,1,1,9,2
14.686513,121.085395,14.686512,121.085197,21,11:19:46,5,15.120000000000001,1,1,4,1
14.686507,121.085464,14.686522,121.085273,21,11:19:48,5,15.120000000000001,1,1,7,2
14.686506,121.085502,14.68652,121.085357,16,11:19:49,4,14.4,1,1,4,1
14.686499,121.085563,14.686513,121.085395,18,11:19:51,5,12.959999999999999,1,1,7,2
14.686495,121.085601,14.686507,121.085464,15,11:19:53,5,10.799999999999999,1,1,4,2
14.686492,121.085617,14.686506,121.085502,12,11:19:55,6,7.199999999999999,1,1,2,2
14.686492,121.085617,14.686499,121.085563,6,11:19:57,6,3.5999999999999996,1,1,0,2
14.686492,121.085617,14.686495,121.085601,2,11:19:58,5,1.44,2,1,0,1
14.686492,121.085617,14.686492,121.085617,0,11:20:00,5,0,2,1,0,2
14.686492,121.085617,14.686492,121.085617,0,11:20:01,4,0,2,1,0,1
14.686492,121.085617,14.686492,121.085617,0,11:20:03,5,0,2,1,0,2
14.686492,121.085617,14.686492,121.085617,0,11:20:04,4,0,2,1,0,1
14.686492,121.085617,14.686492,121.085617,0,11:20:06,5,0,2,1,0,2
14.686492,121.085617,14.686492,121.085617,0,11:20:07,4,0,2,1,0,1
14.686492,121.085617,14.686492,121.085617,0,11:20:09,5,0,2,1,0,2
14.686491,121.085639,14.686492,121.085617,2,11:20:10,4,1.8,1,1,2,1
14.686489,121.085678,14.686492,121.085617,7,11:20:12,5,5.04,1,1,4,2
14.686487,121.0857,14.686492,121.085617,9,11:20:13,4,8.1,1,1,2,1
14.686484,121.085746,14.686491,121.085639,12,11:20:15,5,8.64,1,1,5,2
14.686484,121.085746,14.686489,121.085678,7,11:20:17,5,5.04,1,1,0,2
14.686484,121.085746,14.686487,121.0857,5,11:20:19,6,3,2,1,0,2
14.686484,121.085746,14.686484,121.085746,0,11:20:20,5,0,2,1,0,1
14.686484,121.085746,14.686484,121.085746,0,11:20:21,4,0,2,1,0,1
14.686484,121.085746,14.686484,121.085746,0,11:20:23,4,0,2,1,0,2
14.686484,121.085746,14.686484,121.085746,0,11:20:24,4,0,2,1,0,1
14.686484,121.085746,14.686484,121.085746,0,11:20:25,4,0,2,1,0,1
14.686475,121.085807,14.686484,121.085746,7,11:20:27,4,6.3,1,1,7,2
14.68647,121.08583,14.686484,121.085746,9,11:20:28,4,8.1,1,1,3,1
14.686467,121.085853,14.686484,121.085746,12,11:20:29,4,10.8,1,1,2,1
14.686466,121.085876,14.686475,121.085807,7,11:20:30,3,8.4,1,1,2,1
14.686466,121.085906,14.68647,121.08583,8,11:20:31,3,9.6,1,1,3,1
14.686462,121.085937,14.686467,121.085853,9,11:20:33,4,8.1,1,1,3,2
14.686462,121.085937,14.686466,121.085876,7,11:20:35,5,5.04,1,1,0,2
14.686459,121.085952,14.686466,121.085906,5,11:20:36,5,3.6,1,1,2,1
14.686455,121.08596,14.686462,121.085937,3,11:20:37,4,2.7,1,1,1,1
14.686442,121.086006,14.686462,121.085937,8,11:20:39,4,7.2,1,1,5,2
14.686437,121.086021,14.686459,121.085952,8,11:20:40,4,7.2,1,1,2,1
14.686429,121.086059,14.686455,121.08596,11,11:20:42,5,7.919999999999999,1,1,4,2
14.686421,121.08609,14.686442,121.086006,9,11:20:43,4,8.1,1,1,3,1
14.686402,121.086143,14.686437,121.086021,14,11:20:45,5,10.08,1,1,6,2
14.686377,121.086204,14.686429,121.086059,17,11:20:47,5,12.24,1,1,7,2
14.686366,121.086235,14.686421,121.08609,17,11:20:48,5,12.24,1,1,4,1
14.686357,121.086265,14.686402,121.086143,14,11:20:49,4,12.6,1,1,3,1
14.686344,121.086303,14.686377,121.086204,11,11:20:51,4,9.899999999999999,1,1,4,2
14.686334,121.086326,14.686366,121.086235,10,11:20:52,4,9,1,1,3,1
14.686308,121.086364,14.686357,121.086265,12,11:20:54,5,8.64,1,1,5,2
14.686297,121.086387,14.686344,121.086303,10,11:20:55,4,9,1,1,3,1
14.686244,121.086387,14.686334,121.086326,12,11:20:57,5,8.64,1,1,6,2
14.686205,121.08638,14.686308,121.086364,12,11:20:58,4,10.8,1,1,4,1
14.686118,121.086341,14.686297,121.086387,20,11:21:00,5,14.4,1,1,11,2
14.686072,121.086318,14.686244,121.086387,20,11:21:01,4,18,1,1,6,1
14.685991,121.086288,14.686205,121.08638,26,11:21:03,5,18.72,1,1,10,2
14.685925,121.086265,14.686118,121.086341,23,11:21:05,5,16.56,1,1,8,2
14.685877,121.08625,14.686072,121.086318,23,11:21:07,6,13.799999999999999,1,1,6,2
14.685859,121.086219,14.685991,121.086288,16,11:21:09,6,9.6,1,1,4,2
14.685859,121.086219,14.685925,121.086265,9,11:21:10,5,6.4799999999999995,1,1,0,1
14.685859,121.086219,14.685877,121.08625,4,11:21:12,5,2.88,0,0,0,2
14.685859,121.086219,14.685859,121.086219,0,11:21:13,4,0,0,0,0,1
14.685859,121.086219,14.685859,121.086219,0,11:21:15,5,0,0,0,0,2
14.685859,121.086219,14.685859,121.086219,0,11:21:16,4,0,0,0,0,1
14.685859,121.086219,14.685859,121.086219,0,11:21:17,4,0,0,0,0,1
14.685859,121.086219,14.685859,121.086219,0,11:21:19,4,0,0,0,0,2
14.685859,121.086219,14.685859,121.086219,0,11:21:21,5,0,0,0,0,2
14.685859,121.086219,14.685859,121.086219,0,11:21:22,5,0,0,0,0,1
14.685859,121.086219,14.685859,121.086219,0,11:21:24,5,0,0,0,0,2
14.685859,121.086219,14.685859,121.086219,0,11:21:25,4,0,0,0,0,1
14.685859,121.086219,14.685859,121.086219,0,11:21:27,5,0,0,0,0,2
14.685859,121.086219,14.685859,121.086219,0,11:21:27,3,0,,,0,0
